aqi_class,aqi_goodness,aqi_class_recode,aqi,pm10,pm2.5,o3,timestamp_local,so2,no2,timestamp_utc,datetime,co,ts,city
ok,1,3,63,24.77,18.01,26.31,2022-03-01T00:00:00,3.59,53.84,2022-03-01T05:00:00,2022-03-01:05,606.03,1646110800,New York
ok,1,3,61,18.39,17.16,26.15,2022-02-28T23:00:00,2.04,51.71,2022-03-01T04:00:00,2022-03-01:04,556.06,1646107200,New York
ok,1,3,59,12,9,26,2022-02-28T22:00:00,0.5,49.58,2022-03-01T03:00:00,2022-03-01:03,506.09,1646103600,New York
ok,1,3,57,12,9,31.54,2022-02-28T21:00:00,0.5,44.79,2022-03-01T02:00:00,2022-03-01:02,556.47,1646100000,New York
good,1,4,34,11,8.2,46,2022-02-28T20:00:00,0.25,33.33,2022-03-01T01:00:00,2022-03-01:01,467.16,1646096400,New York
good,1,4,40,10,9.6,54.46,2022-02-28T19:00:00,0.25,27.5,2022-03-01T00:00:00,2022-03-01:00,393.88,1646092800,New York
good,1,4,36,10,8.7,66.31,2022-02-28T18:00:00,0,19.79,2022-02-28T23:00:00,2022-02-28:23,341.21,1646089200,New York
good,1,4,35,9,8,75.69,2022-02-28T17:00:00,0,12.71,2022-02-28T22:00:00,2022-02-28:22,277.09,1646085600,New York
good,1,4,37,9,7,80.92,2022-02-28T16:00:00,0,8.96,2022-02-28T21:00:00,2022-02-28:21,247.32,1646082000,New York
good,1,4,38,9,6.3,83.23,2022-02-28T15:00:00,0,7.5,2022-02-28T20:00:00,2022-02-28:20,267.93,1646078400,New York
good,1,4,38,9,6.7,83.08,2022-02-28T14:00:00,0,7.08,2022-02-28T19:00:00,2022-02-28:19,245.03,1646074800,New York
good,1,4,38,9,6.4,82,2022-02-28T13:00:00,0,5.25,2022-02-28T18:00:00,2022-02-28:18,265.64,1646071200,New York
good,1,4,38,9,7,81.38,2022-02-28T12:00:00,0,5,2022-02-28T17:00:00,2022-02-28:17,274.8,1646067600,New York
good,1,4,37,9,8.07,79.23,2022-02-28T11:00:00,0,6.47,2022-02-28T16:00:00,2022-02-28:16,292.74,1646064000,New York
good,1,4,37,9,8.9,77.85,2022-02-28T10:00:00,0,7.08,2022-02-28T15:00:00,2022-02-28:15,306.29,1646060400,New York
ok,1,3,57,9,6.75,74.77,2022-02-28T09:00:00,0.25,8.96,2022-02-28T14:00:00,2022-02-28:14,295.41,1646056800,New York
good,1,4,40,11,9.5,72.62,2022-02-28T08:00:00,0.25,12.08,2022-02-28T13:00:00,2022-02-28:13,297.7,1646053200,New York
ok,1,3,52,10,7.5,70.62,2022-02-28T07:00:00,0,16.04,2022-02-28T12:00:00,2022-02-28:12,318.31,1646049600,New York
ok,1,3,55,8,6,70.46,2022-02-28T06:00:00,0,16.67,2022-02-28T11:00:00,2022-02-28:11,314.88,1646046000,New York
ok,1,3,54,5,3.75,75.45,2022-02-28T05:00:00,0,12.71,2022-02-28T10:00:00,2022-02-28:10,343.5,1646042400,New York
good,1,4,36,5,3.75,76.86,2022-02-28T04:00:00,0,9.17,2022-02-28T09:00:00,2022-02-28:09,183.2,1646038800,New York
good,1,4,36,6,4.5,78.22,2022-02-28T03:00:00,0,10.25,2022-02-28T08:00:00,2022-02-28:08,225.18,1646035200,New York
good,1,4,38,7,5.25,74,2022-02-28T02:00:00,0,7.5,2022-02-28T07:00:00,2022-02-28:07,194.65,1646031600,New York
good,1,4,42,8,6,81.38,2022-02-28T01:00:00,0,7.5,2022-02-28T06:00:00,2022-02-28:06,247.32,1646028000,New York
good,1,4,38,8,6,81.17,2022-02-28T00:00:00,0,8.54,2022-02-28T05:00:00,2022-02-28:05,256.48,1646024400,New York
good,1,4,46,10,7.5,82.46,2022-02-27T23:00:00,0,6.46,2022-02-28T04:00:00,2022-02-28:04,274.8,1646020800,New York
ok,1,3,51,14,12.6,81.08,2022-02-27T22:00:00,0,7.29,2022-02-28T03:00:00,2022-02-28:03,272.51,1646017200,New York
good,1,4,48,15,11.6,81.69,2022-02-27T21:00:00,0,6.67,2022-02-28T02:00:00,2022-02-28:02,272.51,1646013600,New York
good,1,4,50,14,12.2,80.77,2022-02-27T20:00:00,0,9.17,2022-02-28T01:00:00,2022-02-28:01,297.7,1646010000,New York
good,1,4,49,16,11.8,82.77,2022-02-27T19:00:00,0.25,11.46,2022-02-28T00:00:00,2022-02-28:00,283.96,1646006400,New York
good,1,4,47,20,11.4,84.46,2022-02-27T18:00:00,0.25,10.21,2022-02-27T23:00:00,2022-02-27:23,283.96,1646002800,New York
good,1,4,46,22,11,86.77,2022-02-27T17:00:00,0.25,9.17,2022-02-27T22:00:00,2022-02-27:22,283.96,1645999200,New York
good,1,4,44,22,10.5,90.62,2022-02-27T16:00:00,0.25,6.46,2022-02-27T21:00:00,2022-02-27:21,251.9,1645995600,New York
good,1,4,43,16,8.7,92.77,2022-02-27T15:00:00,0.5,5.42,2022-02-27T20:00:00,2022-02-27:20,251.9,1645992000,New York
good,1,4,42,13,8.6,91.08,2022-02-27T14:00:00,0.25,5.21,2022-02-27T19:00:00,2022-02-27:19,272.51,1645988400,New York
good,1,4,40,16,9.2,87.23,2022-02-27T13:00:00,0.25,5,2022-02-27T18:00:00,2022-02-27:18,297.7,1645984800,New York
good,1,4,42,15,10.1,83.08,2022-02-27T12:00:00,0.25,5,2022-02-27T17:00:00,2022-02-27:17,393.88,1645981200,New York
ok,1,3,54,16,13.7,79.23,2022-02-27T11:00:00,0.25,6.46,2022-02-27T16:00:00,2022-02-27:16,412.2,1645977600,New York
ok,1,3,62,20,17.5,74.31,2022-02-27T10:00:00,0.25,6.25,2022-02-27T15:00:00,2022-02-27:15,345.79,1645974000,New York
ok,1,3,71,21,15.75,66,2022-02-27T09:00:00,0.25,7.71,2022-02-27T14:00:00,2022-02-27:14,352.66,1645970400,New York
ok,1,3,56,20,14.8,58.31,2022-02-27T08:00:00,0.5,12.92,2022-02-27T13:00:00,2022-02-27:13,357.24,1645966800,New York
ok,1,3,75,18,13.5,50,2022-02-27T07:00:00,0.5,16,2022-02-27T12:00:00,2022-02-27:12,373.27,1645963200,New York
ok,1,3,70,17,12.75,47.23,2022-02-27T06:00:00,0.75,20.75,2022-02-27T11:00:00,2022-02-27:11,361.82,1645959600,New York
ok,1,3,66,16,12,48.17,2022-02-27T05:00:00,0.75,16.88,2022-02-27T10:00:00,2022-02-27:10,343.5,1645956000,New York
ok,1,3,62,15,11.25,53.27,2022-02-27T04:00:00,0.83,17.75,2022-02-27T09:00:00,2022-02-27:09,343.5,1645952400,New York
ok,1,3,57,14,10.5,54.2,2022-02-27T03:00:00,0.42,15.62,2022-02-27T08:00:00,2022-02-27:08,339.68,1645948800,New York
ok,1,3,52,14,12.8,50.75,2022-02-27T02:00:00,0.83,15.62,2022-02-27T07:00:00,2022-02-27:07,334.91,1645945200,New York
good,1,4,45,14,10.8,51.23,2022-02-27T01:00:00,0.5,21.25,2022-02-27T06:00:00,2022-02-27:06,387.01,1645941600,New York
good,1,4,40,14,9.7,54.46,2022-02-27T00:00:00,0.25,17.19,2022-02-27T05:00:00,2022-02-27:05,373.27,1645938000,New York
good,1,4,42,14,10.1,59.54,2022-02-26T23:00:00,0.25,14.38,2022-02-27T04:00:00,2022-02-27:04,370.98,1645934400,New York
good,1,4,37,13,8.9,60.62,2022-02-26T22:00:00,0.25,13.75,2022-02-27T03:00:00,2022-02-27:03,336.63,1645930800,New York
good,1,4,38,12,9.1,62.15,2022-02-26T21:00:00,0.25,14.17,2022-02-27T02:00:00,2022-02-27:02,313.73,1645927200,New York
good,1,4,45,13,10.8,59.54,2022-02-26T20:00:00,0.25,19.37,2022-02-27T01:00:00,2022-02-27:01,357.24,1645923600,New York
good,1,4,42,13,10,59.85,2022-02-26T19:00:00,0.5,21.46,2022-02-27T00:00:00,2022-02-27:00,414.49,1645920000,New York
good,1,4,36,11,8.7,68.31,2022-02-26T18:00:00,0.25,14.58,2022-02-26T23:00:00,2022-02-26:23,313.73,1645916400,New York
good,1,4,37,12,8.8,74,2022-02-26T17:00:00,0.25,10.63,2022-02-26T22:00:00,2022-02-26:22,304.57,1645912800,New York
good,1,4,43,14,10.4,79.69,2022-02-26T16:00:00,0,6.67,2022-02-26T21:00:00,2022-02-26:21,297.7,1645909200,New York
good,1,4,38,14,7.9,81.69,2022-02-26T15:00:00,0,5.83,2022-02-26T20:00:00,2022-02-26:20,274.8,1645905600,New York
good,1,4,38,14,8,82.46,2022-02-26T14:00:00,0,6.04,2022-02-26T19:00:00,2022-02-26:19,320.6,1645902000,New York
good,1,4,42,14,10.2,81.85,2022-02-26T13:00:00,0,6.46,2022-02-26T18:00:00,2022-02-26:18,295.41,1645898400,New York
ok,1,3,73,13,9.75,79.85,2022-02-26T12:00:00,0,5.21,2022-02-26T17:00:00,2022-02-26:17,316.02,1645894800,New York
good,1,4,26,4.72,3.54,41.67,2022-02-25T16:00:00,0.25,13.33,2022-02-25T21:00:00,2022-02-25:21,293.12,1645822800,New York
good,1,4,46,5.38,4.04,41.67,2022-02-25T15:00:00,0.31,13.13,2022-02-25T20:00:00,2022-02-25:20,361.82,1645819200,New York
good,1,4,30,6.05,4.53,42.67,2022-02-25T14:00:00,0.31,18.12,2022-02-25T19:00:00,2022-02-25:19,572.5,1645815600,New York
good,1,4,41,6.71,5.03,38.33,2022-02-25T13:00:00,0.25,25.63,2022-02-25T18:00:00,2022-02-25:18,612.58,1645812000,New York
good,1,4,41,4.98,3.74,32,2022-02-25T12:00:00,0.25,31,2022-02-25T17:00:00,2022-02-25:17,515.25,1645808400,New York
good,1,4,50,3.26,2.44,33,2022-02-25T11:00:00,0.31,31.25,2022-02-25T16:00:00,2022-02-25:16,606.85,1645804800,New York
good,1,4,17,1.53,1.15,37,2022-02-25T10:00:00,0.31,27.5,2022-02-25T15:00:00,2022-02-25:15,583.95,1645801200,New York
good,1,4,25,1.48,1.11,35.33,2022-02-25T09:00:00,0.31,26.5,2022-02-25T14:00:00,2022-02-25:14,503.8,1645797600,New York
good,1,4,35,1.44,1.08,35.67,2022-02-25T08:00:00,0.5,31.67,2022-02-25T13:00:00,2022-02-25:13,453.42,1645794000,New York
good,1,4,33,1.39,1.04,37.67,2022-02-25T07:00:00,0.5,27,2022-02-25T12:00:00,2022-02-25:12,489.49,1645790400,New York
good,1,4,25,1.44,1.08,42.67,2022-02-25T06:00:00,0.5,26.87,2022-02-25T11:00:00,2022-02-25:11,478.61,1645786800,New York
good,1,4,37,1.48,1.11,43.2,2022-02-25T05:00:00,0.25,23.75,2022-02-25T10:00:00,2022-02-25:10,458,1645783200,New York
good,1,4,27,1.52,0.94,58.47,2022-02-25T04:00:00,2.89,11.87,2022-02-25T09:00:00,2022-02-25:09,443.1,1645779600,New York
good,1,4,46,5.68,4.26,46.67,2022-02-25T03:00:00,0,22.29,2022-02-25T08:00:00,2022-02-25:08,484.72,1645776000,New York
good,1,4,46,11,11,50,2022-02-25T02:00:00,0.42,23.12,2022-02-25T07:00:00,2022-02-25:07,415.06,1645772400,New York
good,1,4,36,14,8.6,49.69,2022-02-25T01:00:00,0.25,20,2022-02-25T06:00:00,2022-02-25:06,400.75,1645768800,New York
good,1,4,35,15.67,8.5,48.62,2022-02-25T00:00:00,0.25,20.42,2022-02-25T05:00:00,2022-02-25:05,401.51,1645765200,New York
good,1,4,37,17,9,46.92,2022-02-24T23:00:00,0.75,22.08,2022-02-25T04:00:00,2022-02-25:04,428.23,1645761600,New York
good,1,4,35,19,8.3,46.46,2022-02-24T22:00:00,0.25,21.25,2022-02-25T03:00:00,2022-02-25:03,403.04,1645758000,New York
good,1,4,37,20,9,49.33,2022-02-24T21:00:00,0.25,23.75,2022-02-25T02:00:00,2022-02-25:02,455.71,1645754400,New York
ok,1,3,137,19,14.25,49.17,2022-02-24T20:00:00,0.25,25.62,2022-02-25T01:00:00,2022-02-25:01,437.39,1645750800,New York
good,1,4,18,14.17,4.33,25.84,2022-02-24T19:00:00,8.61,35.26,2022-02-25T00:00:00,2022-02-25:00,465.63,1645747200,New York
good,1,4,23,15.11,5.52,36.23,2022-02-24T18:00:00,5.83,31.56,2022-02-24T23:00:00,2022-02-24:23,456.22,1645743600,New York
ok,1,3,131,12,9,52,2022-02-24T17:00:00,0.25,27.29,2022-02-24T22:00:00,2022-02-24:22,460.29,1645740000,New York
good,1,4,33,17,7.9,57,2022-02-24T16:00:00,0.25,24.17,2022-02-24T21:00:00,2022-02-24:21,437.39,1645736400,New York
good,1,4,42,12,10.1,61.54,2022-02-24T15:00:00,0.25,19.79,2022-02-24T20:00:00,2022-02-24:20,377.85,1645732800,New York
poor,0,2,180,13,9.75,61.85,2022-02-24T14:00:00,0.25,16.25,2022-02-24T19:00:00,2022-02-24:19,352.66,1645729200,New York
ok,1,3,148,11,8.25,59.69,2022-02-24T13:00:00,0.25,16.67,2022-02-24T18:00:00,2022-02-24:18,354.95,1645725600,New York
ok,1,3,107,12,9,57.46,2022-02-24T12:00:00,0.25,15.69,2022-02-24T17:00:00,2022-02-24:17,348.27,1645722000,New York
ok,1,3,63,13,9.75,56.31,2022-02-24T11:00:00,0.25,14.17,2022-02-24T16:00:00,2022-02-24:16,329.19,1645718400,New York
good,1,4,34,14,8.1,53,2022-02-24T10:00:00,0.25,13.75,2022-02-24T15:00:00,2022-02-24:15,334.91,1645714800,New York
poor,0,2,153,16,12,49.09,2022-02-24T09:00:00,0.25,13.96,2022-02-24T14:00:00,2022-02-24:14,361.82,1645711200,New York
good,1,4,30,12,7.17,49.36,2022-02-24T08:00:00,0.08,14.44,2022-02-24T13:00:00,2022-02-24:13,317.74,1645707600,New York
good,1,4,28,11,6.7,47.54,2022-02-24T07:00:00,0,14.79,2022-02-24T12:00:00,2022-02-24:12,309.15,1645704000,New York
good,1,4,35,10,8.5,47.38,2022-02-24T06:00:00,0,16.46,2022-02-24T11:00:00,2022-02-24:11,322.89,1645700400,New York
ok,1,3,52,9,6.75,49.82,2022-02-24T05:00:00,0,13.96,2022-02-24T10:00:00,2022-02-24:10,286.25,1645696800,New York
ok,1,3,69,8,6,52,2022-02-24T04:00:00,0,11.88,2022-02-24T09:00:00,2022-02-24:09,154.58,1645693200,New York
good,1,4,32,9,7.6,54.89,2022-02-24T03:00:00,0,11.46,2022-02-24T08:00:00,2022-02-24:08,251.9,1645689600,New York
good,1,4,40,9,6.75,56.29,2022-02-24T02:00:00,0,7.5,2022-02-24T07:00:00,2022-02-24:07,249.04,1645686000,New York
good,1,4,45,9,6.75,56.33,2022-02-24T01:00:00,0,8.13,2022-02-24T06:00:00,2022-02-24:06,222.13,1645682400,New York
good,1,4,45,9.33,7,56.89,2022-02-24T00:00:00,0,7.99,2022-02-24T05:00:00,2022-02-24:05,222.13,1645678800,New York
good,1,4,35,10,8.3,56.83,2022-02-23T23:00:00,0,8.33,2022-02-24T04:00:00,2022-02-24:04,224.42,1645675200,New York
good,1,4,45,10,7.5,58,2022-02-23T22:00:00,0,7.71,2022-02-24T03:00:00,2022-02-24:03,222.13,1645671600,New York
ok,1,3,51,9,6.75,57.67,2022-02-23T21:00:00,0,6.46,2022-02-24T02:00:00,2022-02-24:02,247.32,1645668000,New York
ok,1,3,55,10,7.5,57.22,2022-02-23T20:00:00,0,7.29,2022-02-24T01:00:00,2022-02-24:01,257.24,1645664400,New York
ok,1,3,58,10,7.5,56.83,2022-02-23T19:00:00,0,7.08,2022-02-24T00:00:00,2022-02-24:00,274.8,1645660800,New York
ok,1,3,95,14,10.5,60.83,2022-02-23T18:00:00,0,10.21,2022-02-23T23:00:00,2022-02-23:23,256.48,1645657200,New York
ok,1,3,89,24,18,72.83,2022-02-23T17:00:00,0,12.29,2022-02-23T22:00:00,2022-02-23:22,251.9,1645653600,New York
good,1,4,49,26,11.7,82.5,2022-02-23T16:00:00,0,8.54,2022-02-23T21:00:00,2022-02-23:21,222.13,1645650000,New York
ok,1,3,80,25,18.75,82,2022-02-23T15:00:00,0,7.71,2022-02-23T20:00:00,2022-02-23:20,267.93,1645646400,New York
ok,1,3,52,24,12.9,74,2022-02-23T14:00:00,0.31,8.54,2022-02-23T19:00:00,2022-02-23:19,313.73,1645642800,New York
ok,1,3,87,22,16.5,59.67,2022-02-23T13:00:00,0.25,11.25,2022-02-23T18:00:00,2022-02-23:18,341.21,1645639200,New York
ok,1,3,52,18,12.9,47.82,2022-02-23T12:00:00,0.25,15.21,2022-02-23T17:00:00,2022-02-23:17,531.28,1645635600,New York
ok,1,3,55,18,14.5,39.45,2022-02-23T11:00:00,0.25,19.17,2022-02-23T16:00:00,2022-02-23:16,609.14,1645632000,New York
ok,1,3,53,17,13.3,39.8,2022-02-23T10:00:00,0.75,21.88,2022-02-23T15:00:00,2022-02-23:15,499.22,1645628400,New York
ok,1,3,55,17,14.5,32.91,2022-02-23T09:00:00,0.5,25.21,2022-02-23T14:00:00,2022-02-23:14,425.94,1645624800,New York
ok,1,3,150,16,12,25.5,2022-02-23T08:00:00,0.5,28.13,2022-02-23T13:00:00,2022-02-23:13,480.9,1645621200,New York
ok,1,3,53,15,13.6,23.83,2022-02-23T07:00:00,0.5,30.42,2022-02-23T12:00:00,2022-02-23:12,460.29,1645617600,New York
ok,1,3,93,16,12,26.17,2022-02-23T06:00:00,0.25,26.25,2022-02-23T11:00:00,2022-02-23:11,405.33,1645614000,New York
ok,1,3,52,15,13,32.36,2022-02-23T05:00:00,0.25,22.08,2022-02-23T10:00:00,2022-02-23:10,343.5,1645610400,New York
ok,1,3,52,26,12.7,24.57,2022-02-23T04:00:00,0.42,18.54,2022-02-23T09:00:00,2022-02-23:09,251.9,1645606800,New York
ok,1,3,53,26,13.2,34.22,2022-02-23T03:00:00,0,19.38,2022-02-23T08:00:00,2022-02-23:08,354.95,1645603200,New York
ok,1,3,51,26,12.6,28.8,2022-02-23T02:00:00,0.42,14.79,2022-02-23T07:00:00,2022-02-23:07,260.49,1645599600,New York
good,1,4,44,22,10.6,44.5,2022-02-23T01:00:00,0.25,12.29,2022-02-23T06:00:00,2022-02-23:06,251.9,1645596000,New York
ok,1,3,52,24,13,49.67,2022-02-23T00:00:00,0.25,8.12,2022-02-23T05:00:00,2022-02-23:05,249.61,1645592400,New York
good,1,4,46,24,11,52.17,2022-02-22T23:00:00,0,7.29,2022-02-23T04:00:00,2022-02-23:04,272.51,1645588800,New York
good,1,4,39,18,9.4,58.33,2022-02-22T22:00:00,0.25,7.92,2022-02-23T03:00:00,2022-02-23:03,272.51,1645585200,New York
good,1,4,35,18,8.3,63.17,2022-02-22T21:00:00,0.25,9.79,2022-02-23T02:00:00,2022-02-23:02,293.12,1645581600,New York
good,1,4,37,19,8.9,68.33,2022-02-22T20:00:00,0.25,8.54,2022-02-23T01:00:00,2022-02-23:01,316.02,1645578000,New York
good,1,4,35,18,8.4,70.67,2022-02-22T19:00:00,0.25,10,2022-02-23T00:00:00,2022-02-23:00,320.6,1645574400,New York
good,1,4,37,18.33,8.8,63.84,2022-02-22T18:00:00,0.25,13.06,2022-02-22T23:00:00,2022-02-22:23,356.48,1645570800,New York
good,1,4,38,14,9.2,59.45,2022-02-22T17:00:00,0.25,16.04,2022-02-22T22:00:00,2022-02-22:22,375.56,1645567200,New York
good,1,4,40,19,9.6,50.18,2022-02-22T16:00:00,0.25,19.17,2022-02-22T21:00:00,2022-02-22:21,428.23,1645563600,New York
ok,1,3,63,25,18.1,39.83,2022-02-22T15:00:00,0.5,29.37,2022-02-22T20:00:00,2022-02-22:20,588.53,1645560000,New York
ok,1,3,69,33,20.7,30.6,2022-02-22T14:00:00,1,42.5,2022-02-22T19:00:00,2022-02-22:19,641.2,1645556400,New York
ok,1,3,79,44,25.4,32.36,2022-02-22T13:00:00,0.75,46.25,2022-02-22T18:00:00,2022-02-22:18,673.26,1645552800,New York
ok,1,3,91,43,31.1,34,2022-02-22T12:00:00,1,43.75,2022-02-22T17:00:00,2022-02-22:17,762.57,1645549200,New York
ok,1,3,101,41,35.8,27.45,2022-02-22T11:00:00,1.75,46.67,2022-02-22T16:00:00,2022-02-22:16,900.73,1645545600,New York
ok,1,3,104,35,26.25,22.73,2022-02-22T10:00:00,2.25,49.17,2022-02-22T15:00:00,2022-02-22:15,1035.08,1645542000,New York
ok,1,3,99,34,25.5,23.09,2022-02-22T09:00:00,2,49.58,2022-02-22T14:00:00,2022-02-22:14,998.44,1645538400,New York
ok,1,3,89,33,30,16.5,2022-02-22T08:00:00,2.25,53.33,2022-02-22T13:00:00,2022-02-22:13,1094.62,1645534800,New York
ok,1,3,78,33,25,7.5,2022-02-22T07:00:00,2.25,56.04,2022-02-22T12:00:00,2022-02-22:12,1096.91,1645531200,New York
ok,1,3,75,36,23.5,6.55,2022-02-22T06:00:00,2.81,56,2022-02-22T11:00:00,2022-02-22:11,1030.5,1645527600,New York
ok,1,3,74,32,23,5.8,2022-02-22T05:00:00,2.5,51,2022-02-22T10:00:00,2022-02-22:10,1001.88,1645524000,New York
ok,1,3,60,30,16.8,1.67,2022-02-22T04:00:00,0.7,23.05,2022-02-22T09:00:00,2022-02-22:09,465.63,1645520400,New York
ok,1,3,74,29,23,4.25,2022-02-22T03:00:00,2.5,53.12,2022-02-22T08:00:00,2022-02-22:08,1374,1645516800,New York
ok,1,3,74,30,23,1.33,2022-02-22T02:00:00,3.75,58.75,2022-02-22T07:00:00,2022-02-22:07,1068.67,1645513200,New York
ok,1,3,66,30,19.5,6.55,2022-02-22T01:00:00,2.5,56.75,2022-02-22T06:00:00,2022-02-22:06,1087.75,1645509600,New York
ok,1,3,64,30,18.63,6.7,2022-02-22T00:00:00,2.09,49.6,2022-02-22T05:00:00,2022-02-22:05,901.24,1645506000,New York
ok,1,3,64,27,18.6,5.8,2022-02-21T23:00:00,1.56,56.25,2022-02-22T04:00:00,2022-02-22:04,1030.5,1645502400,New York
ok,1,3,61,30,16.9,7,2022-02-21T22:00:00,1.28,35.3,2022-02-22T03:00:00,2022-02-22:03,528.22,1645498800,New York
ok,1,3,69,30,20.6,13.8,2022-02-21T21:00:00,1.25,49.5,2022-02-22T02:00:00,2022-02-22:02,830.13,1645495200,New York
ok,1,3,66,29,19.4,16.36,2022-02-21T20:00:00,0.94,47.25,2022-02-22T01:00:00,2022-02-22:01,629.75,1645491600,New York
ok,1,3,56,24,14.7,17,2022-02-21T19:00:00,1.64,41.08,2022-02-22T00:00:00,2022-02-22:00,539.9,1645488000,New York
ok,1,3,59,24,16.1,22.67,2022-02-21T18:00:00,1.23,36.76,2022-02-21T23:00:00,2022-02-21:23,550.77,1645484400,New York
ok,1,3,59,25,16.1,39.09,2022-02-21T17:00:00,0.31,31,2022-02-21T22:00:00,2022-02-21:22,458,1645480800,New York
ok,1,3,66,27,19.2,46.18,2022-02-21T16:00:00,0.42,28.12,2022-02-21T21:00:00,2022-02-21:21,572.5,1645477200,New York
ok,1,3,63,30,18.2,46,2022-02-21T15:00:00,0.38,28.75,2022-02-21T20:00:00,2022-02-21:20,515.25,1645473600,New York
ok,1,3,55,40,14.4,48.18,2022-02-21T14:00:00,0.94,30.75,2022-02-21T19:00:00,2022-02-21:19,458,1645470000,New York
ok,1,3,59,36,16.2,45.64,2022-02-21T13:00:00,0.31,30,2022-02-21T18:00:00,2022-02-21:18,400.75,1645466400,New York
ok,1,3,53,33,13.6,45.82,2022-02-21T12:00:00,0.31,27.75,2022-02-21T17:00:00,2022-02-21:17,458,1645462800,New York
ok,1,3,52,29,12.8,44,2022-02-21T11:00:00,0.31,26.25,2022-02-21T16:00:00,2022-02-21:16,572.5,1645459200,New York
good,1,4,50,27,12.1,43.27,2022-02-21T10:00:00,0.63,27.25,2022-02-21T15:00:00,2022-02-21:15,629.75,1645455600,New York
ok,1,3,56,23,14.6,43.27,2022-02-21T09:00:00,0.63,30,2022-02-21T14:00:00,2022-02-21:14,458,1645452000,New York
ok,1,3,55,18,14.1,38.73,2022-02-21T08:00:00,0.42,35.31,2022-02-21T13:00:00,2022-02-21:13,610.67,1645448400,New York
ok,1,3,52,16,13,24.18,2022-02-21T07:00:00,0.94,45.5,2022-02-21T12:00:00,2022-02-21:12,601.13,1645444800,New York
good,1,4,47,15,11.2,20.55,2022-02-21T06:00:00,0.63,43.25,2022-02-21T11:00:00,2022-02-21:11,486.63,1645441200,New York
good,1,4,42,13,10,32.6,2022-02-21T05:00:00,0.83,34,2022-02-21T10:00:00,2022-02-21:10,229,1645437600,New York
good,1,4,40,13,9.5,29.33,2022-02-21T04:00:00,0,27.75,2022-02-21T09:00:00,2022-02-21:09,409.31,1645434000,New York
good,1,4,39,12,9.4,42.44,2022-02-21T03:00:00,0,29.38,2022-02-21T08:00:00,2022-02-21:08,458,1645430400,New York
good,1,4,37,11,9,41.6,2022-02-21T02:00:00,0.63,23.44,2022-02-21T07:00:00,2022-02-21:07,343.5,1645426800,New York
good,1,4,42,13,10,53.27,2022-02-21T01:00:00,0.31,19,2022-02-21T06:00:00,2022-02-21:06,314.88,1645423200,New York
good,1,4,44,13,10.6,56.55,2022-02-21T00:00:00,0.31,17.25,2022-02-21T05:00:00,2022-02-21:05,372.13,1645419600,New York
good,1,4,40,15,9.7,60.55,2022-02-20T23:00:00,0.31,16.5,2022-02-21T04:00:00,2022-02-21:04,400.75,1645416000,New York
good,1,4,39,14,9.3,64,2022-02-20T22:00:00,0.31,11.25,2022-02-21T03:00:00,2022-02-21:03,314.88,1645412400,New York
good,1,4,45,12,10.9,64.36,2022-02-20T21:00:00,0.31,11.75,2022-02-21T02:00:00,2022-02-21:02,314.88,1645408800,New York
good,1,4,40,13,9.7,58.73,2022-02-20T20:00:00,0.31,14.5,2022-02-21T01:00:00,2022-02-21:01,372.13,1645405200,New York
good,1,4,47,18,11.2,54.17,2022-02-20T19:00:00,0.5,19.17,2022-02-21T00:00:00,2022-02-21:00,366.4,1645401600,New York
good,1,4,47,17,11.2,58.33,2022-02-20T18:00:00,0.25,17.92,2022-02-20T23:00:00,2022-02-20:23,338.92,1645398000,New York
good,1,4,40,16,9.6,66.17,2022-02-20T17:00:00,0.25,15.42,2022-02-20T22:00:00,2022-02-20:22,329.76,1645394400,New York
good,1,4,33,15,6.4,70.5,2022-02-20T16:00:00,0.25,12.5,2022-02-20T21:00:00,2022-02-20:21,256.48,1645390800,New York
good,1,4,34,11,6.3,73.83,2022-02-20T15:00:00,0.25,9.17,2022-02-20T20:00:00,2022-02-20:20,254.19,1645387200,New York
good,1,4,35,11,7,75.17,2022-02-20T14:00:00,0.25,7.71,2022-02-20T19:00:00,2022-02-20:19,270.22,1645383600,New York
good,1,4,34,11,8,73,2022-02-20T13:00:00,0.25,7.5,2022-02-20T18:00:00,2022-02-20:18,270.22,1645380000,New York
good,1,4,33,10,7.2,70.67,2022-02-20T12:00:00,0.25,8.96,2022-02-20T17:00:00,2022-02-20:17,338.92,1645376400,New York
good,1,4,33,9,6,72,2022-02-20T11:00:00,0.25,7.08,2022-02-20T16:00:00,2022-02-20:16,359.53,1645372800,New York
good,1,4,35,8,6,74.5,2022-02-20T10:00:00,0.25,5.42,2022-02-20T15:00:00,2022-02-20:15,247.32,1645369200,New York
good,1,4,42,7,5.25,73,2022-02-20T09:00:00,0,5.63,2022-02-20T14:00:00,2022-02-20:14,245.03,1645365600,New York
good,1,4,46,7,5.25,68.5,2022-02-20T08:00:00,0.25,8.33,2022-02-20T13:00:00,2022-02-20:13,251.9,1645362000,New York
ok,1,3,53,7,5.25,60.33,2022-02-20T07:00:00,0.25,15,2022-02-20T12:00:00,2022-02-20:12,306.86,1645358400,New York
good,1,4,28,6,4.5,57.33,2022-02-20T06:00:00,0.25,19.5,2022-02-20T11:00:00,2022-02-20:11,281.67,1645354800,New York
