,aqi,pm10,pm25,o3,timestamp_local,so2,no2,timestamp_utc,datetime,co,ts,city
0,63,24.77,18.01,26.31,2022-03-01T00:00:00,3.59,53.84,2022-03-01T05:00:00,2022-03-01:05,606.03,1646110800,New York
1,61,18.39,17.16,26.15,2022-02-28T23:00:00,2.04,51.71,2022-03-01T04:00:00,2022-03-01:04,556.06,1646107200,New York
2,59,12.0,9.0,26.0,2022-02-28T22:00:00,0.5,49.58,2022-03-01T03:00:00,2022-03-01:03,506.09,1646103600,New York
3,57,12.0,9.0,31.54,2022-02-28T21:00:00,0.5,44.79,2022-03-01T02:00:00,2022-03-01:02,556.47,1646100000,New York
4,34,11.0,8.2,46.0,2022-02-28T20:00:00,0.25,33.33,2022-03-01T01:00:00,2022-03-01:01,467.16,1646096400,New York
5,40,10.0,9.6,54.46,2022-02-28T19:00:00,0.25,27.5,2022-03-01T00:00:00,2022-03-01:00,393.88,1646092800,New York
6,36,10.0,8.7,66.31,2022-02-28T18:00:00,0.0,19.79,2022-02-28T23:00:00,2022-02-28:23,341.21,1646089200,New York
7,35,9.0,8.0,75.69,2022-02-28T17:00:00,0.0,12.71,2022-02-28T22:00:00,2022-02-28:22,277.09,1646085600,New York
8,37,9.0,7.0,80.92,2022-02-28T16:00:00,0.0,8.96,2022-02-28T21:00:00,2022-02-28:21,247.32,1646082000,New York
9,38,9.0,6.3,83.23,2022-02-28T15:00:00,0.0,7.5,2022-02-28T20:00:00,2022-02-28:20,267.93,1646078400,New York
10,38,9.0,6.7,83.08,2022-02-28T14:00:00,0.0,7.08,2022-02-28T19:00:00,2022-02-28:19,245.03,1646074800,New York
11,38,9.0,6.4,82.0,2022-02-28T13:00:00,0.0,5.25,2022-02-28T18:00:00,2022-02-28:18,265.64,1646071200,New York
12,38,9.0,7.0,81.38,2022-02-28T12:00:00,0.0,5.0,2022-02-28T17:00:00,2022-02-28:17,274.8,1646067600,New York
13,37,9.0,8.07,79.23,2022-02-28T11:00:00,0.0,6.47,2022-02-28T16:00:00,2022-02-28:16,292.74,1646064000,New York
14,37,9.0,8.9,77.85,2022-02-28T10:00:00,0.0,7.08,2022-02-28T15:00:00,2022-02-28:15,306.29,1646060400,New York
15,57,9.0,6.75,74.77,2022-02-28T09:00:00,0.25,8.96,2022-02-28T14:00:00,2022-02-28:14,295.41,1646056800,New York
16,40,11.0,9.5,72.62,2022-02-28T08:00:00,0.25,12.08,2022-02-28T13:00:00,2022-02-28:13,297.7,1646053200,New York
17,52,10.0,7.5,70.62,2022-02-28T07:00:00,0.0,16.04,2022-02-28T12:00:00,2022-02-28:12,318.31,1646049600,New York
18,55,8.0,6.0,70.46,2022-02-28T06:00:00,0.0,16.67,2022-02-28T11:00:00,2022-02-28:11,314.88,1646046000,New York
19,54,5.0,3.75,75.45,2022-02-28T05:00:00,0.0,12.71,2022-02-28T10:00:00,2022-02-28:10,343.5,1646042400,New York
20,36,5.0,3.75,76.86,2022-02-28T04:00:00,0.0,9.17,2022-02-28T09:00:00,2022-02-28:09,183.2,1646038800,New York
21,36,6.0,4.5,78.22,2022-02-28T03:00:00,0.0,10.25,2022-02-28T08:00:00,2022-02-28:08,225.18,1646035200,New York
22,38,7.0,5.25,74.0,2022-02-28T02:00:00,0.0,7.5,2022-02-28T07:00:00,2022-02-28:07,194.65,1646031600,New York
23,42,8.0,6.0,81.38,2022-02-28T01:00:00,0.0,7.5,2022-02-28T06:00:00,2022-02-28:06,247.32,1646028000,New York
24,38,8.0,6.0,81.17,2022-02-28T00:00:00,0.0,8.54,2022-02-28T05:00:00,2022-02-28:05,256.48,1646024400,New York
25,46,10.0,7.5,82.46,2022-02-27T23:00:00,0.0,6.46,2022-02-28T04:00:00,2022-02-28:04,274.8,1646020800,New York
26,51,14.0,12.6,81.08,2022-02-27T22:00:00,0.0,7.29,2022-02-28T03:00:00,2022-02-28:03,272.51,1646017200,New York
27,48,15.0,11.6,81.69,2022-02-27T21:00:00,0.0,6.67,2022-02-28T02:00:00,2022-02-28:02,272.51,1646013600,New York
28,50,14.0,12.2,80.77,2022-02-27T20:00:00,0.0,9.17,2022-02-28T01:00:00,2022-02-28:01,297.7,1646010000,New York
29,49,16.0,11.8,82.77,2022-02-27T19:00:00,0.25,11.46,2022-02-28T00:00:00,2022-02-28:00,283.96,1646006400,New York
30,47,20.0,11.4,84.46,2022-02-27T18:00:00,0.25,10.21,2022-02-27T23:00:00,2022-02-27:23,283.96,1646002800,New York
31,46,22.0,11.0,86.77,2022-02-27T17:00:00,0.25,9.17,2022-02-27T22:00:00,2022-02-27:22,283.96,1645999200,New York
32,44,22.0,10.5,90.62,2022-02-27T16:00:00,0.25,6.46,2022-02-27T21:00:00,2022-02-27:21,251.9,1645995600,New York
33,43,16.0,8.7,92.77,2022-02-27T15:00:00,0.5,5.42,2022-02-27T20:00:00,2022-02-27:20,251.9,1645992000,New York
34,42,13.0,8.6,91.08,2022-02-27T14:00:00,0.25,5.21,2022-02-27T19:00:00,2022-02-27:19,272.51,1645988400,New York
35,40,16.0,9.2,87.23,2022-02-27T13:00:00,0.25,5.0,2022-02-27T18:00:00,2022-02-27:18,297.7,1645984800,New York
36,42,15.0,10.1,83.08,2022-02-27T12:00:00,0.25,5.0,2022-02-27T17:00:00,2022-02-27:17,393.88,1645981200,New York
37,54,16.0,13.7,79.23,2022-02-27T11:00:00,0.25,6.46,2022-02-27T16:00:00,2022-02-27:16,412.2,1645977600,New York
38,62,20.0,17.5,74.31,2022-02-27T10:00:00,0.25,6.25,2022-02-27T15:00:00,2022-02-27:15,345.79,1645974000,New York
39,71,21.0,15.75,66.0,2022-02-27T09:00:00,0.25,7.71,2022-02-27T14:00:00,2022-02-27:14,352.66,1645970400,New York
40,56,20.0,14.8,58.31,2022-02-27T08:00:00,0.5,12.92,2022-02-27T13:00:00,2022-02-27:13,357.24,1645966800,New York
41,75,18.0,13.5,50.0,2022-02-27T07:00:00,0.5,16.0,2022-02-27T12:00:00,2022-02-27:12,373.27,1645963200,New York
42,70,17.0,12.75,47.23,2022-02-27T06:00:00,0.75,20.75,2022-02-27T11:00:00,2022-02-27:11,361.82,1645959600,New York
43,66,16.0,12.0,48.17,2022-02-27T05:00:00,0.75,16.88,2022-02-27T10:00:00,2022-02-27:10,343.5,1645956000,New York
44,62,15.0,11.25,53.27,2022-02-27T04:00:00,0.8300000000000001,17.75,2022-02-27T09:00:00,2022-02-27:09,343.5,1645952400,New York
45,57,14.0,10.5,54.2,2022-02-27T03:00:00,0.42,15.62,2022-02-27T08:00:00,2022-02-27:08,339.68,1645948800,New York
46,52,14.0,12.8,50.75,2022-02-27T02:00:00,0.8300000000000001,15.62,2022-02-27T07:00:00,2022-02-27:07,334.91,1645945200,New York
47,45,14.0,10.8,51.23,2022-02-27T01:00:00,0.5,21.25,2022-02-27T06:00:00,2022-02-27:06,387.01,1645941600,New York
48,40,14.0,9.7,54.46,2022-02-27T00:00:00,0.25,17.19,2022-02-27T05:00:00,2022-02-27:05,373.27,1645938000,New York
49,42,14.0,10.1,59.54,2022-02-26T23:00:00,0.25,14.38,2022-02-27T04:00:00,2022-02-27:04,370.98,1645934400,New York
50,37,13.0,8.9,60.62,2022-02-26T22:00:00,0.25,13.75,2022-02-27T03:00:00,2022-02-27:03,336.63,1645930800,New York
51,38,12.0,9.1,62.15,2022-02-26T21:00:00,0.25,14.17,2022-02-27T02:00:00,2022-02-27:02,313.73,1645927200,New York
52,45,13.0,10.8,59.54,2022-02-26T20:00:00,0.25,19.37,2022-02-27T01:00:00,2022-02-27:01,357.24,1645923600,New York
53,42,13.0,10.0,59.85,2022-02-26T19:00:00,0.5,21.46,2022-02-27T00:00:00,2022-02-27:00,414.49,1645920000,New York
54,36,11.0,8.7,68.31,2022-02-26T18:00:00,0.25,14.58,2022-02-26T23:00:00,2022-02-26:23,313.73,1645916400,New York
55,37,12.0,8.8,74.0,2022-02-26T17:00:00,0.25,10.63,2022-02-26T22:00:00,2022-02-26:22,304.57,1645912800,New York
56,43,14.0,10.4,79.69,2022-02-26T16:00:00,0.0,6.67,2022-02-26T21:00:00,2022-02-26:21,297.7,1645909200,New York
57,38,14.0,7.9,81.69,2022-02-26T15:00:00,0.0,5.83,2022-02-26T20:00:00,2022-02-26:20,274.8,1645905600,New York
58,38,14.0,8.0,82.46,2022-02-26T14:00:00,0.0,6.04,2022-02-26T19:00:00,2022-02-26:19,320.6,1645902000,New York
59,42,14.0,10.2,81.85,2022-02-26T13:00:00,0.0,6.46,2022-02-26T18:00:00,2022-02-26:18,295.41,1645898400,New York
60,73,13.0,9.75,79.85,2022-02-26T12:00:00,0.0,5.21,2022-02-26T17:00:00,2022-02-26:17,316.02,1645894800,New York
61,36,,8.0,78.33,2022-02-26T11:00:00,0.0,5.21,2022-02-26T16:00:00,2022-02-26:16,409.91,1645891200,New York
62,35,,7.3,76.0,2022-02-26T10:00:00,0.0,5.83,2022-02-26T15:00:00,2022-02-26:15,458.0,1645887600,New York
63,33,,6.77,70.44,2022-02-26T09:00:00,0.0,10.0,2022-02-26T14:00:00,2022-02-26:14,450.37,1645884000,New York
64,30,,6.23,64.89,2022-02-26T08:00:00,0.0,14.17,2022-02-26T13:00:00,2022-02-26:13,442.73,1645880400,New York
65,27,,5.7,59.33,2022-02-26T07:00:00,0.0,18.33,2022-02-26T12:00:00,2022-02-26:12,435.1,1645876800,New York
66,29,,5.0,61.67,2022-02-26T06:00:00,0.0,15.0,2022-02-26T11:00:00,2022-02-26:11,345.79,1645873200,New York
67,31,,4.9,66.0,2022-02-26T05:00:00,0.0,11.25,2022-02-26T10:00:00,2022-02-26:10,343.5,1645869600,New York
68,33,,4.4,70.67,2022-02-26T04:00:00,0.0,8.75,2022-02-26T09:00:00,2022-02-26:09,229.0,1645866000,New York
69,32,,5.7,69.33,2022-02-26T03:00:00,0.0,7.08,2022-02-26T08:00:00,2022-02-26:08,305.33,1645862400,New York
70,32,,6.3,70.0,2022-02-26T02:00:00,0.0,6.88,2022-02-26T07:00:00,2022-02-26:07,254.76,1645858800,New York
71,32,,7.0,70.0,2022-02-26T01:00:00,0.0,6.88,2022-02-26T06:00:00,2022-02-26:06,272.51,1645855200,New York
72,32,,3.0,69.67,2022-02-26T00:00:00,0.0,7.08,2022-02-26T05:00:00,2022-02-26:05,249.61,1645851600,New York
73,32,,6.9,69.0,2022-02-25T23:00:00,0.0,7.29,2022-02-26T04:00:00,2022-02-26:04,277.09,1645848000,New York
74,37,,8.8,68.0,2022-02-25T22:00:00,0.0,7.92,2022-02-26T03:00:00,2022-02-26:03,277.09,1645844400,New York
75,37,,8.8,66.33,2022-02-25T21:00:00,0.0,10.21,2022-02-26T02:00:00,2022-02-26:02,251.9,1645840800,New York
76,37,,8.9,63.67,2022-02-25T20:00:00,0.0,10.42,2022-02-26T01:00:00,2022-02-26:01,256.48,1645837200,New York
77,48,,11.6,64.0,2022-02-25T19:00:00,0.0,10.0,2022-02-26T00:00:00,2022-02-26:00,277.09,1645833600,New York
78,45,,10.8,60.67,2022-02-25T18:00:00,0.25,11.04,2022-02-25T23:00:00,2022-02-25:23,256.48,1645830000,New York
79,46,,11.1,56.33,2022-02-25T17:00:00,0.25,12.29,2022-02-25T22:00:00,2022-02-25:22,304.57,1645826400,New York
80,26,4.72,3.54,41.67,2022-02-25T16:00:00,0.25,13.33,2022-02-25T21:00:00,2022-02-25:21,293.12,1645822800,New York
81,46,5.38,4.04,41.67,2022-02-25T15:00:00,0.31,13.13,2022-02-25T20:00:00,2022-02-25:20,361.82,1645819200,New York
82,30,6.05,4.53,42.67,2022-02-25T14:00:00,0.31,18.12,2022-02-25T19:00:00,2022-02-25:19,572.5,1645815600,New York
83,41,6.71,5.03,38.33,2022-02-25T13:00:00,0.25,25.63,2022-02-25T18:00:00,2022-02-25:18,612.58,1645812000,New York
84,41,4.98,3.74,32.0,2022-02-25T12:00:00,0.25,31.0,2022-02-25T17:00:00,2022-02-25:17,515.25,1645808400,New York
85,50,3.26,2.44,33.0,2022-02-25T11:00:00,0.31,31.25,2022-02-25T16:00:00,2022-02-25:16,606.85,1645804800,New York
86,17,1.53,1.15,37.0,2022-02-25T10:00:00,0.31,27.5,2022-02-25T15:00:00,2022-02-25:15,583.95,1645801200,New York
87,25,1.48,1.11,35.33,2022-02-25T09:00:00,0.31,26.5,2022-02-25T14:00:00,2022-02-25:14,503.8,1645797600,New York
88,35,1.44,1.08,35.67,2022-02-25T08:00:00,0.5,31.67,2022-02-25T13:00:00,2022-02-25:13,453.42,1645794000,New York
89,33,1.3900000000000001,1.04,37.67,2022-02-25T07:00:00,0.5,27.0,2022-02-25T12:00:00,2022-02-25:12,489.49,1645790400,New York
90,25,1.44,1.08,42.67,2022-02-25T06:00:00,0.5,26.87,2022-02-25T11:00:00,2022-02-25:11,478.61,1645786800,New York
91,37,1.48,1.11,43.2,2022-02-25T05:00:00,0.25,23.75,2022-02-25T10:00:00,2022-02-25:10,458.0,1645783200,New York
92,27,1.52,0.9400000000000001,58.47,2022-02-25T04:00:00,2.89,11.87,2022-02-25T09:00:00,2022-02-25:09,443.1,1645779600,New York
93,46,5.68,4.26,46.67,2022-02-25T03:00:00,0.0,22.29,2022-02-25T08:00:00,2022-02-25:08,484.72,1645776000,New York
94,46,11.0,11.0,50.0,2022-02-25T02:00:00,0.42,23.12,2022-02-25T07:00:00,2022-02-25:07,415.06,1645772400,New York
95,36,14.0,8.6,49.69,2022-02-25T01:00:00,0.25,20.0,2022-02-25T06:00:00,2022-02-25:06,400.75,1645768800,New York
96,35,15.67,8.5,48.62,2022-02-25T00:00:00,0.25,20.42,2022-02-25T05:00:00,2022-02-25:05,401.51,1645765200,New York
97,37,17.0,9.0,46.92,2022-02-24T23:00:00,0.75,22.08,2022-02-25T04:00:00,2022-02-25:04,428.23,1645761600,New York
98,35,19.0,8.3,46.46,2022-02-24T22:00:00,0.25,21.25,2022-02-25T03:00:00,2022-02-25:03,403.04,1645758000,New York
99,37,20.0,9.0,49.33,2022-02-24T21:00:00,0.25,23.75,2022-02-25T02:00:00,2022-02-25:02,455.71,1645754400,New York
100,137,19.0,14.25,49.17,2022-02-24T20:00:00,0.25,25.62,2022-02-25T01:00:00,2022-02-25:01,437.39,1645750800,New York
101,18,14.17,4.33,25.84,2022-02-24T19:00:00,8.61,35.26,2022-02-25T00:00:00,2022-02-25:00,465.63,1645747200,New York
102,23,15.11,5.52,36.23,2022-02-24T18:00:00,5.83,31.56,2022-02-24T23:00:00,2022-02-24:23,456.22,1645743600,New York
103,131,12.0,9.0,52.0,2022-02-24T17:00:00,0.25,27.29,2022-02-24T22:00:00,2022-02-24:22,460.29,1645740000,New York
104,33,17.0,7.9,57.0,2022-02-24T16:00:00,0.25,24.17,2022-02-24T21:00:00,2022-02-24:21,437.39,1645736400,New York
105,42,12.0,10.1,61.54,2022-02-24T15:00:00,0.25,19.79,2022-02-24T20:00:00,2022-02-24:20,377.85,1645732800,New York
106,180,13.0,9.75,61.85,2022-02-24T14:00:00,0.25,16.25,2022-02-24T19:00:00,2022-02-24:19,352.66,1645729200,New York
107,148,11.0,8.25,59.69,2022-02-24T13:00:00,0.25,16.67,2022-02-24T18:00:00,2022-02-24:18,354.95,1645725600,New York
108,107,12.0,9.0,57.46,2022-02-24T12:00:00,0.25,15.69,2022-02-24T17:00:00,2022-02-24:17,348.27,1645722000,New York
109,63,13.0,9.75,56.31,2022-02-24T11:00:00,0.25,14.17,2022-02-24T16:00:00,2022-02-24:16,329.19,1645718400,New York
110,34,14.0,8.1,53.0,2022-02-24T10:00:00,0.25,13.75,2022-02-24T15:00:00,2022-02-24:15,334.91,1645714800,New York
111,153,16.0,12.0,49.09,2022-02-24T09:00:00,0.25,13.96,2022-02-24T14:00:00,2022-02-24:14,361.82,1645711200,New York
112,30,12.0,7.17,49.36,2022-02-24T08:00:00,0.08,14.44,2022-02-24T13:00:00,2022-02-24:13,317.74,1645707600,New York
113,28,11.0,6.7,47.54,2022-02-24T07:00:00,0.0,14.79,2022-02-24T12:00:00,2022-02-24:12,309.15,1645704000,New York
114,35,10.0,8.5,47.38,2022-02-24T06:00:00,0.0,16.46,2022-02-24T11:00:00,2022-02-24:11,322.89,1645700400,New York
115,52,9.0,6.75,49.82,2022-02-24T05:00:00,0.0,13.96,2022-02-24T10:00:00,2022-02-24:10,286.25,1645696800,New York
116,69,8.0,6.0,52.0,2022-02-24T04:00:00,0.0,11.88,2022-02-24T09:00:00,2022-02-24:09,154.58,1645693200,New York
117,32,9.0,7.6,54.89,2022-02-24T03:00:00,0.0,11.46,2022-02-24T08:00:00,2022-02-24:08,251.9,1645689600,New York
118,40,9.0,6.75,56.29,2022-02-24T02:00:00,0.0,7.5,2022-02-24T07:00:00,2022-02-24:07,249.04,1645686000,New York
119,45,9.0,6.75,56.33,2022-02-24T01:00:00,0.0,8.13,2022-02-24T06:00:00,2022-02-24:06,222.13,1645682400,New York
120,45,9.33,7.0,56.89,2022-02-24T00:00:00,0.0,7.99,2022-02-24T05:00:00,2022-02-24:05,222.13,1645678800,New York
121,35,10.0,8.3,56.83,2022-02-23T23:00:00,0.0,8.33,2022-02-24T04:00:00,2022-02-24:04,224.42,1645675200,New York
122,45,10.0,7.5,58.0,2022-02-23T22:00:00,0.0,7.71,2022-02-24T03:00:00,2022-02-24:03,222.13,1645671600,New York
123,51,9.0,6.75,57.67,2022-02-23T21:00:00,0.0,6.46,2022-02-24T02:00:00,2022-02-24:02,247.32,1645668000,New York
124,55,10.0,7.5,57.22,2022-02-23T20:00:00,0.0,7.29,2022-02-24T01:00:00,2022-02-24:01,257.24,1645664400,New York
125,58,10.0,7.5,56.83,2022-02-23T19:00:00,0.0,7.08,2022-02-24T00:00:00,2022-02-24:00,274.8,1645660800,New York
126,95,14.0,10.5,60.83,2022-02-23T18:00:00,0.0,10.21,2022-02-23T23:00:00,2022-02-23:23,256.48,1645657200,New York
127,89,24.0,18.0,72.83,2022-02-23T17:00:00,0.0,12.29,2022-02-23T22:00:00,2022-02-23:22,251.9,1645653600,New York
128,49,26.0,11.7,82.5,2022-02-23T16:00:00,0.0,8.54,2022-02-23T21:00:00,2022-02-23:21,222.13,1645650000,New York
129,80,25.0,18.75,82.0,2022-02-23T15:00:00,0.0,7.71,2022-02-23T20:00:00,2022-02-23:20,267.93,1645646400,New York
130,52,24.0,12.9,74.0,2022-02-23T14:00:00,0.31,8.54,2022-02-23T19:00:00,2022-02-23:19,313.73,1645642800,New York
131,87,22.0,16.5,59.67,2022-02-23T13:00:00,0.25,11.25,2022-02-23T18:00:00,2022-02-23:18,341.21,1645639200,New York
132,52,18.0,12.9,47.82,2022-02-23T12:00:00,0.25,15.21,2022-02-23T17:00:00,2022-02-23:17,531.28,1645635600,New York
133,55,18.0,14.5,39.45,2022-02-23T11:00:00,0.25,19.17,2022-02-23T16:00:00,2022-02-23:16,609.14,1645632000,New York
134,53,17.0,13.3,39.8,2022-02-23T10:00:00,0.75,21.88,2022-02-23T15:00:00,2022-02-23:15,499.22,1645628400,New York
135,55,17.0,14.5,32.91,2022-02-23T09:00:00,0.5,25.21,2022-02-23T14:00:00,2022-02-23:14,425.94,1645624800,New York
136,150,16.0,12.0,25.5,2022-02-23T08:00:00,0.5,28.13,2022-02-23T13:00:00,2022-02-23:13,480.9,1645621200,New York
137,53,15.0,13.6,23.83,2022-02-23T07:00:00,0.5,30.42,2022-02-23T12:00:00,2022-02-23:12,460.29,1645617600,New York
138,93,16.0,12.0,26.17,2022-02-23T06:00:00,0.25,26.25,2022-02-23T11:00:00,2022-02-23:11,405.33,1645614000,New York
139,52,15.0,13.0,32.36,2022-02-23T05:00:00,0.25,22.08,2022-02-23T10:00:00,2022-02-23:10,343.5,1645610400,New York
140,52,26.0,12.7,24.57,2022-02-23T04:00:00,0.42,18.54,2022-02-23T09:00:00,2022-02-23:09,251.9,1645606800,New York
141,53,26.0,13.2,34.22,2022-02-23T03:00:00,0.0,19.38,2022-02-23T08:00:00,2022-02-23:08,354.95,1645603200,New York
142,51,26.0,12.6,28.8,2022-02-23T02:00:00,0.42,14.79,2022-02-23T07:00:00,2022-02-23:07,260.49,1645599600,New York
143,44,22.0,10.6,44.5,2022-02-23T01:00:00,0.25,12.29,2022-02-23T06:00:00,2022-02-23:06,251.9,1645596000,New York
144,52,24.0,13.0,49.67,2022-02-23T00:00:00,0.25,8.12,2022-02-23T05:00:00,2022-02-23:05,249.61,1645592400,New York
145,46,24.0,11.0,52.17,2022-02-22T23:00:00,0.0,7.29,2022-02-23T04:00:00,2022-02-23:04,272.51,1645588800,New York
146,39,18.0,9.4,58.33,2022-02-22T22:00:00,0.25,7.92,2022-02-23T03:00:00,2022-02-23:03,272.51,1645585200,New York
147,35,18.0,8.3,63.17,2022-02-22T21:00:00,0.25,9.79,2022-02-23T02:00:00,2022-02-23:02,293.12,1645581600,New York
148,37,19.0,8.9,68.33,2022-02-22T20:00:00,0.25,8.54,2022-02-23T01:00:00,2022-02-23:01,316.02,1645578000,New York
149,35,18.0,8.4,70.67,2022-02-22T19:00:00,0.25,10.0,2022-02-23T00:00:00,2022-02-23:00,320.6,1645574400,New York
150,37,18.33,8.8,63.84,2022-02-22T18:00:00,0.25,13.06,2022-02-22T23:00:00,2022-02-22:23,356.48,1645570800,New York
151,38,14.0,9.2,59.45,2022-02-22T17:00:00,0.25,16.04,2022-02-22T22:00:00,2022-02-22:22,375.56,1645567200,New York
152,40,19.0,9.6,50.18,2022-02-22T16:00:00,0.25,19.17,2022-02-22T21:00:00,2022-02-22:21,428.23,1645563600,New York
153,63,25.0,18.1,39.83,2022-02-22T15:00:00,0.5,29.37,2022-02-22T20:00:00,2022-02-22:20,588.53,1645560000,New York
154,69,33.0,20.7,30.6,2022-02-22T14:00:00,1.0,42.5,2022-02-22T19:00:00,2022-02-22:19,641.2,1645556400,New York
155,79,44.0,25.4,32.36,2022-02-22T13:00:00,0.75,46.25,2022-02-22T18:00:00,2022-02-22:18,673.26,1645552800,New York
156,91,43.0,31.1,34.0,2022-02-22T12:00:00,1.0,43.75,2022-02-22T17:00:00,2022-02-22:17,762.57,1645549200,New York
157,101,41.0,35.8,27.45,2022-02-22T11:00:00,1.75,46.67,2022-02-22T16:00:00,2022-02-22:16,900.73,1645545600,New York
158,104,35.0,26.25,22.73,2022-02-22T10:00:00,2.25,49.17,2022-02-22T15:00:00,2022-02-22:15,1035.08,1645542000,New York
159,99,34.0,25.5,23.09,2022-02-22T09:00:00,2.0,49.58,2022-02-22T14:00:00,2022-02-22:14,998.44,1645538400,New York
160,89,33.0,30.0,16.5,2022-02-22T08:00:00,2.25,53.33,2022-02-22T13:00:00,2022-02-22:13,1094.62,1645534800,New York
161,78,33.0,25.0,7.5,2022-02-22T07:00:00,2.25,56.04,2022-02-22T12:00:00,2022-02-22:12,1096.91,1645531200,New York
162,75,36.0,23.5,6.55,2022-02-22T06:00:00,2.81,56.0,2022-02-22T11:00:00,2022-02-22:11,1030.5,1645527600,New York
163,74,32.0,23.0,5.8,2022-02-22T05:00:00,2.5,51.0,2022-02-22T10:00:00,2022-02-22:10,1001.88,1645524000,New York
164,60,30.0,16.8,1.67,2022-02-22T04:00:00,0.7000000000000001,23.05,2022-02-22T09:00:00,2022-02-22:09,465.63,1645520400,New York
165,74,29.0,23.0,4.25,2022-02-22T03:00:00,2.5,53.12,2022-02-22T08:00:00,2022-02-22:08,1374.0,1645516800,New York
166,74,30.0,23.0,1.33,2022-02-22T02:00:00,3.75,58.75,2022-02-22T07:00:00,2022-02-22:07,1068.67,1645513200,New York
167,66,30.0,19.5,6.55,2022-02-22T01:00:00,2.5,56.75,2022-02-22T06:00:00,2022-02-22:06,1087.75,1645509600,New York
168,64,30.0,18.63,6.7,2022-02-22T00:00:00,2.09,49.6,2022-02-22T05:00:00,2022-02-22:05,901.24,1645506000,New York
169,64,27.0,18.6,5.8,2022-02-21T23:00:00,1.56,56.25,2022-02-22T04:00:00,2022-02-22:04,1030.5,1645502400,New York
170,61,30.0,16.9,7.0,2022-02-21T22:00:00,1.28,35.3,2022-02-22T03:00:00,2022-02-22:03,528.22,1645498800,New York
171,69,30.0,20.6,13.8,2022-02-21T21:00:00,1.25,49.5,2022-02-22T02:00:00,2022-02-22:02,830.13,1645495200,New York
172,66,29.0,19.4,16.36,2022-02-21T20:00:00,0.9400000000000001,47.25,2022-02-22T01:00:00,2022-02-22:01,629.75,1645491600,New York
173,56,24.0,14.7,17.0,2022-02-21T19:00:00,1.6400000000000001,41.08,2022-02-22T00:00:00,2022-02-22:00,539.9,1645488000,New York
174,59,24.0,16.1,22.67,2022-02-21T18:00:00,1.23,36.76,2022-02-21T23:00:00,2022-02-21:23,550.77,1645484400,New York
175,59,25.0,16.1,39.09,2022-02-21T17:00:00,0.31,31.0,2022-02-21T22:00:00,2022-02-21:22,458.0,1645480800,New York
176,66,27.0,19.2,46.18,2022-02-21T16:00:00,0.42,28.12,2022-02-21T21:00:00,2022-02-21:21,572.5,1645477200,New York
177,63,30.0,18.2,46.0,2022-02-21T15:00:00,0.38,28.75,2022-02-21T20:00:00,2022-02-21:20,515.25,1645473600,New York
178,55,40.0,14.4,48.18,2022-02-21T14:00:00,0.9400000000000001,30.75,2022-02-21T19:00:00,2022-02-21:19,458.0,1645470000,New York
179,59,36.0,16.2,45.64,2022-02-21T13:00:00,0.31,30.0,2022-02-21T18:00:00,2022-02-21:18,400.75,1645466400,New York
180,53,33.0,13.6,45.82,2022-02-21T12:00:00,0.31,27.75,2022-02-21T17:00:00,2022-02-21:17,458.0,1645462800,New York
181,52,29.0,12.8,44.0,2022-02-21T11:00:00,0.31,26.25,2022-02-21T16:00:00,2022-02-21:16,572.5,1645459200,New York
182,50,27.0,12.1,43.27,2022-02-21T10:00:00,0.63,27.25,2022-02-21T15:00:00,2022-02-21:15,629.75,1645455600,New York
183,56,23.0,14.6,43.27,2022-02-21T09:00:00,0.63,30.0,2022-02-21T14:00:00,2022-02-21:14,458.0,1645452000,New York
184,55,18.0,14.1,38.73,2022-02-21T08:00:00,0.42,35.31,2022-02-21T13:00:00,2022-02-21:13,610.67,1645448400,New York
185,52,16.0,13.0,24.18,2022-02-21T07:00:00,0.9400000000000001,45.5,2022-02-21T12:00:00,2022-02-21:12,601.13,1645444800,New York
186,47,15.0,11.2,20.55,2022-02-21T06:00:00,0.63,43.25,2022-02-21T11:00:00,2022-02-21:11,486.63,1645441200,New York
187,42,13.0,10.0,32.6,2022-02-21T05:00:00,0.8300000000000001,34.0,2022-02-21T10:00:00,2022-02-21:10,229.0,1645437600,New York
188,40,13.0,9.5,29.33,2022-02-21T04:00:00,0.0,27.75,2022-02-21T09:00:00,2022-02-21:09,409.31,1645434000,New York
189,39,12.0,9.4,42.44,2022-02-21T03:00:00,0.0,29.38,2022-02-21T08:00:00,2022-02-21:08,458.0,1645430400,New York
190,37,11.0,9.0,41.6,2022-02-21T02:00:00,0.63,23.44,2022-02-21T07:00:00,2022-02-21:07,343.5,1645426800,New York
191,42,13.0,10.0,53.27,2022-02-21T01:00:00,0.31,19.0,2022-02-21T06:00:00,2022-02-21:06,314.88,1645423200,New York
192,44,13.0,10.6,56.55,2022-02-21T00:00:00,0.31,17.25,2022-02-21T05:00:00,2022-02-21:05,372.13,1645419600,New York
193,40,15.0,9.7,60.55,2022-02-20T23:00:00,0.31,16.5,2022-02-21T04:00:00,2022-02-21:04,400.75,1645416000,New York
194,39,14.0,9.3,64.0,2022-02-20T22:00:00,0.31,11.25,2022-02-21T03:00:00,2022-02-21:03,314.88,1645412400,New York
195,45,12.0,10.9,64.36,2022-02-20T21:00:00,0.31,11.75,2022-02-21T02:00:00,2022-02-21:02,314.88,1645408800,New York
