,aqi,pm10,pm25,o3,timestamp_local,so2,no2,timestamp_utc,datetime,co,ts,city
2743,56,9.0,6.75,55.0,2022-02-26T21:00:00,,,2022-02-27T03:00:00,2022-02-27:03,,1645930800,Phoenix
2744,58,8.0,6.0,54.44,2022-02-26T20:00:00,,,2022-02-27T02:00:00,2022-02-27:02,,1645927200,Phoenix
2745,54,9.0,6.75,59.11,2022-02-26T19:00:00,,,2022-02-27T01:00:00,2022-02-27:01,,1645923600,Phoenix
2746,56,14.0,10.5,65.4,2022-02-26T18:00:00,,,2022-02-27T00:00:00,2022-02-27:00,,1645920000,Phoenix
2747,53,13.0,9.75,73.8,2022-02-26T17:00:00,,,2022-02-26T23:00:00,2022-02-26:23,,1645916400,Phoenix
2748,54,12.0,9.0,79.6,2022-02-26T16:00:00,,,2022-02-26T22:00:00,2022-02-26:22,,1645912800,Phoenix
2749,55,9.0,6.75,79.78,2022-02-26T15:00:00,,,2022-02-26T21:00:00,2022-02-26:21,,1645909200,Phoenix
2750,57,14.0,10.5,79.2,2022-02-26T14:00:00,,,2022-02-26T20:00:00,2022-02-26:20,,1645905600,Phoenix
2751,54,16.0,13.9,77.5,2022-02-26T13:00:00,,,2022-02-26T19:00:00,2022-02-26:19,,1645902000,Phoenix
2752,53,19.0,13.6,74.22,2022-02-26T12:00:00,,,2022-02-26T18:00:00,2022-02-26:18,,1645898400,Phoenix
2753,55,22.0,14.2,72.8,2022-02-26T11:00:00,,,2022-02-26T17:00:00,2022-02-26:17,,1645894800,Phoenix
2754,66,22.0,19.2,71.0,2022-02-26T10:00:00,,,2022-02-26T16:00:00,2022-02-26:16,,1645891200,Phoenix
2755,63,18.0,18.0,67.0,2022-02-26T09:00:00,,,2022-02-26T15:00:00,2022-02-26:15,,1645887600,Phoenix
2756,60,16.33,12.25,54.0,2022-02-26T08:00:00,,,2022-02-26T14:00:00,2022-02-26:14,,1645884000,Phoenix
2757,57,14.67,11.0,41.0,2022-02-26T07:00:00,,,2022-02-26T13:00:00,2022-02-26:13,,1645880400,Phoenix
2758,54,13.0,9.75,28.0,2022-02-26T06:00:00,,,2022-02-26T12:00:00,2022-02-26:12,,1645876800,Phoenix
2759,45,12.0,10.9,33.0,2022-02-26T05:00:00,,,2022-02-26T11:00:00,2022-02-26:11,,1645873200,Phoenix
2760,44,13.0,10.5,39.5,2022-02-26T04:00:00,,,2022-02-26T10:00:00,2022-02-26:10,,1645869600,Phoenix
2761,42,12.0,10.1,40.4,2022-02-26T03:00:00,,,2022-02-26T09:00:00,2022-02-26:09,,1645866000,Phoenix
2762,43,13.0,10.4,43.0,2022-02-26T02:00:00,,,2022-02-26T08:00:00,2022-02-26:08,,1645862400,Phoenix
2763,54,15.0,13.7,40.0,2022-02-26T01:00:00,,,2022-02-26T07:00:00,2022-02-26:07,,1645858800,Phoenix
2764,52,13.0,13.0,37.33,2022-02-26T00:00:00,,,2022-02-26T06:00:00,2022-02-26:06,,1645855200,Phoenix
2765,42,11.0,10.2,42.6,2022-02-25T23:00:00,,,2022-02-26T05:00:00,2022-02-26:05,,1645851600,Phoenix
2766,42,10.0,10.0,50.4,2022-02-25T22:00:00,,,2022-02-26T04:00:00,2022-02-26:04,,1645848000,Phoenix
2767,46,14.0,11.0,55.6,2022-02-25T21:00:00,,,2022-02-26T03:00:00,2022-02-26:03,,1645844400,Phoenix
2768,52,13.0,9.75,52.2,2022-02-25T20:00:00,,,2022-02-26T02:00:00,2022-02-26:02,,1645840800,Phoenix
2769,59,6.0,4.5,54.2,2022-02-25T19:00:00,,,2022-02-26T01:00:00,2022-02-26:01,,1645837200,Phoenix
2770,44,5.0,3.75,56.6,2022-02-25T18:00:00,,,2022-02-26T00:00:00,2022-02-26:00,,1645833600,Phoenix
2771,28,5.0,3.75,61.0,2022-02-25T17:00:00,,,2022-02-25T23:00:00,2022-02-25:23,,1645830000,Phoenix
2772,36,5.0,3.75,62.67,2022-02-25T16:00:00,,,2022-02-25T22:00:00,2022-02-25:22,,1645826400,Phoenix
2773,42,29.0,10.0,66.44,2022-02-25T15:00:00,6.15,10.2,2022-02-25T21:00:00,2022-02-25:21,427.25,1645822800,Phoenix
2774,31,6.0,6.0,66.0,2022-02-25T14:00:00,7.36,11.48,2022-02-25T20:00:00,2022-02-25:20,443.94,1645819200,Phoenix
2775,32,6.0,4.5,69.56,2022-02-25T13:00:00,8.57,12.77,2022-02-25T19:00:00,2022-02-25:19,460.62,1645815600,Phoenix
2776,34,4.0,3.0,69.33,2022-02-25T12:00:00,9.78,14.05,2022-02-25T18:00:00,2022-02-25:18,477.31,1645812000,Phoenix
2777,36,5.0,3.75,67.4,2022-02-25T11:00:00,9.97,15.3,2022-02-25T17:00:00,2022-02-25:17,477.31,1645808400,Phoenix
2778,32,9.0,7.7,61.4,2022-02-25T10:00:00,10.17,16.55,2022-02-25T16:00:00,2022-02-25:16,477.31,1645804800,Phoenix
2779,34,9.0,8.1,53.6,2022-02-25T09:00:00,10.37,17.8,2022-02-25T15:00:00,2022-02-25:15,477.31,1645801200,Phoenix
2780,42,11.0,10.2,46.6,2022-02-25T08:00:00,9.14,15.69,2022-02-25T14:00:00,2022-02-25:14,454.64,1645797600,Phoenix
2781,34,11.0,8.1,36.8,2022-02-25T07:00:00,7.92,13.57,2022-02-25T13:00:00,2022-02-25:13,431.97,1645794000,Phoenix
2782,37,10.0,8.9,34.6,2022-02-25T06:00:00,6.69,11.46,2022-02-25T12:00:00,2022-02-25:12,409.31,1645790400,Phoenix
2783,51,11.0,8.25,44.2,2022-02-25T05:00:00,6.07,10.4,2022-02-25T11:00:00,2022-02-25:11,401.93,1645786800,Phoenix
2784,35,10.0,8.4,32.57,2022-02-25T04:00:00,5.46,9.33,2022-02-25T10:00:00,2022-02-25:10,394.56,1645783200,Phoenix
2785,18,1.0,0.22,38.58,2022-02-25T03:00:00,4.84,8.27,2022-02-25T09:00:00,2022-02-25:09,387.19,1645779600,Phoenix
2786,52,9.0,6.75,38.6,2022-02-25T02:00:00,4.94,8.7,2022-02-25T08:00:00,2022-02-25:08,389.83,1645776000,Phoenix
2787,51,9.0,6.75,40.0,2022-02-25T01:00:00,5.04,9.13,2022-02-25T07:00:00,2022-02-25:07,392.48,1645772400,Phoenix
2788,46,9.0,6.75,46.8,2022-02-25T00:00:00,5.13,9.55,2022-02-25T06:00:00,2022-02-25:06,395.12,1645768800,Phoenix
2789,50,8.33,6.25,49.0,2022-02-24T23:00:00,5.28,10.23,2022-02-25T05:00:00,2022-02-25:05,405.13,1645765200,Phoenix
2790,50,11.0,8.25,53.6,2022-02-24T22:00:00,5.42,10.91,2022-02-25T04:00:00,2022-02-25:04,415.15,1645761600,Phoenix
2791,55,7.0,5.25,53.4,2022-02-24T21:00:00,5.5600000000000005,11.59,2022-02-25T03:00:00,2022-02-25:03,425.16,1645758000,Phoenix
2792,52,9.0,6.75,50.0,2022-02-24T20:00:00,5.41,12.05,2022-02-25T02:00:00,2022-02-25:02,417.65,1645754400,Phoenix
2793,51,14.0,12.3,50.2,2022-02-24T19:00:00,5.26,12.5,2022-02-25T01:00:00,2022-02-25:01,410.14,1645750800,Phoenix
2794,19,6.92,2.38,41.04,2022-02-24T18:00:00,5.11,12.96,2022-02-25T00:00:00,2022-02-25:00,402.63,1645747200,Phoenix
2795,25,10.62,5.92,45.65,2022-02-24T17:00:00,5.14,11.41,2022-02-24T23:00:00,2022-02-24:23,403.6,1645743600,Phoenix
2796,48,9.0,6.75,51.2,2022-02-24T16:00:00,5.17,9.85,2022-02-24T22:00:00,2022-02-24:22,404.58,1645740000,Phoenix
2797,52,18.0,13.0,54.89,2022-02-24T15:00:00,5.2,8.3,2022-02-24T21:00:00,2022-02-24:21,405.55,1645736400,Phoenix
2798,53,18.0,13.2,59.11,2022-02-24T14:00:00,5.14,7.74,2022-02-24T20:00:00,2022-02-24:20,406.66,1645732800,Phoenix
2799,54,4.0,3.0,59.56,2022-02-24T13:00:00,5.08,7.17,2022-02-24T19:00:00,2022-02-24:19,407.78,1645729200,Phoenix
2800,53,10.0,7.5,60.22,2022-02-24T12:00:00,5.02,6.61,2022-02-24T18:00:00,2022-02-24:18,408.89,1645725600,Phoenix
2801,50,10.33,7.75,61.7,2022-02-24T11:00:00,5.13,7.0,2022-02-24T17:00:00,2022-02-24:17,410.42,1645722000,Phoenix
2802,45,15.0,10.8,63.0,2022-02-24T10:00:00,5.24,7.39,2022-02-24T16:00:00,2022-02-24:16,411.95,1645718400,Phoenix
2803,39,11.0,9.4,64.67,2022-02-24T09:00:00,5.35,7.79,2022-02-24T15:00:00,2022-02-24:15,413.48,1645714800,Phoenix
2804,40,14.0,9.6,64.67,2022-02-24T08:00:00,4.95,7.91,2022-02-24T14:00:00,2022-02-24:14,413.89,1645711200,Phoenix
2805,39,10.33,9.47,65.39,2022-02-24T07:00:00,4.55,8.04,2022-02-24T13:00:00,2022-02-24:13,414.31,1645707600,Phoenix
2806,40,10.0,9.5,65.75,2022-02-24T06:00:00,4.16,8.17,2022-02-24T12:00:00,2022-02-24:12,414.73,1645704000,Phoenix
2807,35,7.0,5.25,65.0,2022-02-24T05:00:00,4.06,7.5600000000000005,2022-02-24T11:00:00,2022-02-24:11,412.23,1645700400,Phoenix
2808,31,9.0,7.4,65.25,2022-02-24T04:00:00,3.96,6.94,2022-02-24T10:00:00,2022-02-24:10,409.72,1645696800,Phoenix
2809,31,8.0,7.5,67.75,2022-02-24T03:00:00,3.86,6.33,2022-02-24T09:00:00,2022-02-24:09,407.22,1645693200,Phoenix
2810,30,13.0,7.2,64.0,2022-02-24T02:00:00,3.61,5.62,2022-02-24T08:00:00,2022-02-24:08,402.35,1645689600,Phoenix
2811,33,11.0,7.9,58.0,2022-02-24T01:00:00,3.37,4.92,2022-02-24T07:00:00,2022-02-24:07,397.48,1645686000,Phoenix
2812,39,5.0,3.75,56.75,2022-02-24T00:00:00,3.13,4.21,2022-02-24T06:00:00,2022-02-24:06,392.62,1645682400,Phoenix
2813,35,4.67,3.5,56.6,2022-02-23T23:00:00,3.4,4.77,2022-02-24T05:00:00,2022-02-24:05,396.23,1645678800,Phoenix
2814,28,4.0,3.0,50.8,2022-02-23T22:00:00,3.67,5.32,2022-02-24T04:00:00,2022-02-24:04,399.85,1645675200,Phoenix
2815,29,4.0,3.0,56.29,2022-02-23T21:00:00,3.95,5.88,2022-02-24T03:00:00,2022-02-24:03,403.46,1645671600,Phoenix
2816,29,3.0,2.25,58.0,2022-02-23T20:00:00,4.93,8.5,2022-02-24T02:00:00,2022-02-24:02,412.78,1645668000,Phoenix
2817,30,5.33,4.0,62.93,2022-02-23T19:00:00,5.92,11.11,2022-02-24T01:00:00,2022-02-24:01,422.1,1645664400,Phoenix
2818,31,6.0,4.5,66.25,2022-02-23T18:00:00,6.91,13.73,2022-02-24T00:00:00,2022-02-24:00,431.42,1645660800,Phoenix
2819,31,8.0,7.2,67.5,2022-02-23T17:00:00,6.97,11.56,2022-02-23T23:00:00,2022-02-23:23,425.72,1645657200,Phoenix
2820,31,9.0,7.4,64.25,2022-02-23T16:00:00,7.03,9.4,2022-02-23T22:00:00,2022-02-23:22,420.01,1645653600,Phoenix
2821,30,8.0,6.8,64.5,2022-02-23T15:00:00,7.09,7.23,2022-02-23T21:00:00,2022-02-23:21,414.31,1645650000,Phoenix
2822,39,7.0,5.25,65.67,2022-02-23T14:00:00,6.93,6.95,2022-02-23T20:00:00,2022-02-23:20,415.7,1645646400,Phoenix
2823,45,8.0,6.0,66.0,2022-02-23T13:00:00,6.77,6.68,2022-02-23T19:00:00,2022-02-23:19,417.09,1645642800,Phoenix
2824,31,10.0,7.3,66.29,2022-02-23T12:00:00,6.6,6.4,2022-02-23T18:00:00,2022-02-23:18,418.48,1645639200,Phoenix
2825,31,10.0,7.4,61.71,2022-02-23T11:00:00,6.03,6.31,2022-02-23T17:00:00,2022-02-23:17,418.9,1645635600,Phoenix
2826,35,9.0,8.5,62.0,2022-02-23T10:00:00,5.46,6.22,2022-02-23T16:00:00,2022-02-23:16,419.32,1645632000,Phoenix
2827,37,16.0,9.0,53.0,2022-02-23T09:00:00,4.89,6.13,2022-02-23T15:00:00,2022-02-23:15,419.74,1645628400,Phoenix
2828,32,13.0,7.8,50.86,2022-02-23T08:00:00,4.48,6.58,2022-02-23T14:00:00,2022-02-23:14,424.19,1645624800,Phoenix
2829,27,14.0,6.4,46.86,2022-02-23T07:00:00,4.08,7.04,2022-02-23T13:00:00,2022-02-23:13,428.64,1645621200,Phoenix
2830,25,21.0,6.1,46.86,2022-02-23T06:00:00,3.67,7.5,2022-02-23T12:00:00,2022-02-23:12,433.09,1645617600,Phoenix
2831,58,71.0,5.8,48.29,2022-02-23T05:00:00,3.65,7.59,2022-02-23T11:00:00,2022-02-23:11,435.59,1645614000,Phoenix
2832,62,78.0,6.8,48.0,2022-02-23T04:00:00,3.64,7.68,2022-02-23T10:00:00,2022-02-23:10,438.09,1645610400,Phoenix
2833,48,52.0,6.5,47.14,2022-02-23T03:00:00,3.62,7.78,2022-02-23T09:00:00,2022-02-23:09,440.6,1645606800,Phoenix
2834,74,101.0,5.7,48.29,2022-02-23T02:00:00,3.63,8.52,2022-02-23T08:00:00,2022-02-23:08,437.26,1645603200,Phoenix
2835,78,110.0,5.2,49.14,2022-02-23T01:00:00,3.64,9.26,2022-02-23T07:00:00,2022-02-23:07,433.92,1645599600,Phoenix
2836,58,71.0,7.4,48.29,2022-02-23T00:00:00,3.66,10.0,2022-02-23T06:00:00,2022-02-23:06,430.58,1645596000,Phoenix
2837,47,51.0,10.1,46.29,2022-02-22T23:00:00,3.39,11.35,2022-02-23T05:00:00,2022-02-23:05,433.37,1645592400,Phoenix
2838,51,56.0,7.6,45.71,2022-02-22T22:00:00,3.11,12.7,2022-02-23T04:00:00,2022-02-23:04,436.15,1645588800,Phoenix
2839,43,47.0,8.1,46.29,2022-02-22T21:00:00,2.84,14.05,2022-02-23T03:00:00,2022-02-23:03,438.93,1645585200,Phoenix
2840,40,19.0,9.6,46.57,2022-02-22T20:00:00,2.75,14.44,2022-02-23T02:00:00,2022-02-23:02,445.88,1645581600,Phoenix
2841,42,12.0,10.2,45.71,2022-02-22T19:00:00,2.65,14.84,2022-02-23T01:00:00,2022-02-23:01,452.84,1645578000,Phoenix
2842,40,11.0,9.5,42.0,2022-02-22T18:00:00,2.56,15.23,2022-02-23T00:00:00,2022-02-23:00,459.79,1645574400,Phoenix
2843,37,14.33,9.0,37.24,2022-02-22T17:00:00,2.68,13.36,2022-02-22T23:00:00,2022-02-22:23,443.52,1645570800,Phoenix
2844,39,22.0,9.4,29.6,2022-02-22T16:00:00,2.8,11.48,2022-02-22T22:00:00,2022-02-22:22,427.25,1645567200,Phoenix
2845,33,21.0,8.0,27.71,2022-02-22T15:00:00,2.92,9.61,2022-02-22T21:00:00,2022-02-22:21,410.97,1645563600,Phoenix
2846,38,5.0,3.75,33.71,2022-02-22T14:00:00,2.7199999999999998,11.76,2022-02-22T20:00:00,2022-02-22:20,414.17,1645560000,Phoenix
2847,58,4.0,3.0,34.0,2022-02-22T13:00:00,2.52,13.91,2022-02-22T19:00:00,2022-02-22:19,417.37,1645556400,Phoenix
2848,37,2.0,1.5,40.0,2022-02-22T12:00:00,2.32,16.07,2022-02-22T18:00:00,2022-02-22:18,420.57,1645552800,Phoenix
2849,39,3.0,2.25,39.71,2022-02-22T11:00:00,2.8,18.21,2022-02-22T17:00:00,2022-02-22:17,427.52,1645549200,Phoenix
2850,35,6.0,4.5,37.14,2022-02-22T10:00:00,3.2800000000000002,20.35,2022-02-22T16:00:00,2022-02-22:16,434.48,1645545600,Phoenix
2851,42,20.0,10.1,36.86,2022-02-22T09:00:00,3.76,22.49,2022-02-22T15:00:00,2022-02-22:15,441.43,1645542000,Phoenix
2852,39,11.0,9.4,39.43,2022-02-22T08:00:00,3.13,17.57,2022-02-22T14:00:00,2022-02-22:14,413.06,1645538400,Phoenix
2853,52,8.0,6.0,40.86,2022-02-22T07:00:00,2.51,12.65,2022-02-22T13:00:00,2022-02-22:13,384.69,1645534800,Phoenix
2854,53,4.0,3.0,36.0,2022-02-22T06:00:00,1.8900000000000001,7.72,2022-02-22T12:00:00,2022-02-22:12,356.32,1645531200,Phoenix
2855,48,3.0,2.25,37.43,2022-02-22T05:00:00,1.8900000000000001,6.85,2022-02-22T11:00:00,2022-02-22:11,356.73,1645527600,Phoenix
2856,52,3.0,2.25,44.0,2022-02-22T04:00:00,1.8900000000000001,5.98,2022-02-22T10:00:00,2022-02-22:10,357.15,1645524000,Phoenix
2857,52,10.0,7.5,42.57,2022-02-22T03:00:00,1.88,5.11,2022-02-22T09:00:00,2022-02-22:09,357.57,1645520400,Phoenix
2858,60,15.0,11.25,40.0,2022-02-22T02:00:00,2.05,5.48,2022-02-22T08:00:00,2022-02-22:08,360.91,1645516800,Phoenix
2859,64,20.0,18.4,37.71,2022-02-22T01:00:00,2.22,5.84,2022-02-22T07:00:00,2022-02-22:07,364.24,1645513200,Phoenix
2860,64,22.0,18.3,36.57,2022-02-22T00:00:00,2.39,6.21,2022-02-22T06:00:00,2022-02-22:06,367.58,1645509600,Phoenix
2861,63,23.67,18.1,37.81,2022-02-21T23:00:00,2.77,7.91,2022-02-22T05:00:00,2022-02-22:05,377.6,1645506000,Phoenix
2862,63,25.0,17.8,38.29,2022-02-21T22:00:00,3.14,9.61,2022-02-22T04:00:00,2022-02-22:04,387.61,1645502400,Phoenix
2863,62,27.0,17.7,40.29,2022-02-21T21:00:00,3.52,11.31,2022-02-22T03:00:00,2022-02-22:03,397.62,1645498800,Phoenix
2864,72,24.0,22.4,39.43,2022-02-21T20:00:00,4.36,13.42,2022-02-22T02:00:00,2022-02-22:02,404.44,1645495200,Phoenix
2865,76,23.0,17.25,31.71,2022-02-21T19:00:00,5.21,15.54,2022-02-22T01:00:00,2022-02-22:01,411.25,1645491600,Phoenix
2866,72,22.0,22.0,31.71,2022-02-21T18:00:00,6.05,17.65,2022-02-22T00:00:00,2022-02-22:00,418.07,1645488000,Phoenix
2867,76,17.0,12.75,33.67,2022-02-21T17:00:00,5.9,15.31,2022-02-21T23:00:00,2022-02-21:23,416.4,1645484400,Phoenix
2868,82,12.0,9.0,48.57,2022-02-21T16:00:00,5.76,12.97,2022-02-21T22:00:00,2022-02-21:22,414.73,1645480800,Phoenix
2869,76,2.0,1.5,53.43,2022-02-21T15:00:00,5.61,10.64,2022-02-21T21:00:00,2022-02-21:21,413.06,1645477200,Phoenix
2870,85,6.25,4.69,53.62,2022-02-21T14:00:00,5.76,11.6,2022-02-21T20:00:00,2022-02-21:20,420.29,1645473600,Phoenix
2871,84,72.0,27.9,56.57,2022-02-21T13:00:00,5.92,12.57,2022-02-21T19:00:00,2022-02-21:19,427.52,1645470000,Phoenix
2872,103,14.75,11.07,54.0,2022-02-21T12:00:00,6.07,13.54,2022-02-21T18:00:00,2022-02-21:18,434.76,1645466400,Phoenix
2873,67,15.63,11.73,58.67,2022-02-21T11:00:00,5.89,15.11,2022-02-21T17:00:00,2022-02-21:17,448.66,1645462800,Phoenix
2874,75,16.52,12.39,49.14,2022-02-21T10:00:00,5.71,16.68,2022-02-21T16:00:00,2022-02-21:16,462.57,1645459200,Phoenix
2875,102,17.4,13.05,48.86,2022-02-21T09:00:00,5.53,18.25,2022-02-21T15:00:00,2022-02-21:15,476.48,1645455600,Phoenix
2876,87,15.67,11.75,48.86,2022-02-21T08:00:00,4.46,16.74,2022-02-21T14:00:00,2022-02-21:14,462.57,1645452000,Phoenix
2877,58,13.93,10.45,44.57,2022-02-21T07:00:00,3.39,15.22,2022-02-21T13:00:00,2022-02-21:13,448.66,1645448400,Phoenix
2878,70,12.2,9.15,45.14,2022-02-21T06:00:00,2.33,13.71,2022-02-21T12:00:00,2022-02-21:12,434.76,1645444800,Phoenix
2879,53,11.41,8.55,44.0,2022-02-21T05:00:00,2.01,12.0,2022-02-21T11:00:00,2022-02-21:11,429.47,1645441200,Phoenix
2880,42,10.61,10.1,32.0,2022-02-21T04:00:00,1.7000000000000002,10.3,2022-02-21T10:00:00,2022-02-21:10,424.19,1645437600,Phoenix
2881,50,9.81,7.36,31.43,2022-02-21T03:00:00,1.3900000000000001,8.59,2022-02-21T09:00:00,2022-02-21:09,418.9,1645434000,Phoenix
2882,39,9.7,9.3,17.14,2022-02-21T02:00:00,1.55,8.84,2022-02-21T08:00:00,2022-02-21:08,417.37,1645430400,Phoenix
2883,38,9.59,9.2,21.43,2022-02-21T01:00:00,1.72,9.08,2022-02-21T07:00:00,2022-02-21:07,415.84,1645426800,Phoenix
2884,38,9.48,9.2,24.86,2022-02-21T00:00:00,1.8900000000000001,9.33,2022-02-21T06:00:00,2022-02-21:06,414.31,1645423200,Phoenix
2885,37,9.61,9.0,29.71,2022-02-20T23:00:00,2.17,9.6,2022-02-21T05:00:00,2022-02-21:05,414.87,1645419600,Phoenix
2886,45,9.73,7.3,35.43,2022-02-20T22:00:00,2.45,9.87,2022-02-21T04:00:00,2022-02-21:04,415.42,1645416000,Phoenix
2887,48,9.85,7.39,44.86,2022-02-20T21:00:00,2.7199999999999998,10.14,2022-02-21T03:00:00,2022-02-21:03,415.98,1645412400,Phoenix
2888,37,9.67,8.8,59.67,2022-02-20T20:00:00,2.92,9.77,2022-02-21T02:00:00,2022-02-21:02,412.09,1645408800,Phoenix
2889,39,9.49,9.4,62.86,2022-02-20T19:00:00,3.11,9.4,2022-02-21T01:00:00,2022-02-21:01,408.19,1645405200,Phoenix
2890,39,9.31,6.98,70.86,2022-02-20T18:00:00,3.3,9.03,2022-02-21T00:00:00,2022-02-21:00,404.3,1645401600,Phoenix
2891,42,9.06,6.8,78.0,2022-02-20T17:00:00,3.47,7.75,2022-02-20T23:00:00,2022-02-20:23,404.99,1645398000,Phoenix
2892,41,8.82,6.61,84.86,2022-02-20T16:00:00,3.64,6.47,2022-02-20T22:00:00,2022-02-20:22,405.69,1645394400,Phoenix
2893,42,8.57,6.43,88.29,2022-02-20T15:00:00,3.81,5.19,2022-02-20T21:00:00,2022-02-20:21,406.38,1645390800,Phoenix
2894,39,7.69,5.77,82.86,2022-02-20T14:00:00,3.8,5.07,2022-02-20T20:00:00,2022-02-20:20,405.83,1645387200,Phoenix
2895,39,6.8100000000000005,5.11,84.0,2022-02-20T13:00:00,3.7800000000000002,4.96,2022-02-20T19:00:00,2022-02-20:19,405.27,1645383600,Phoenix
2896,40,5.94,4.45,80.67,2022-02-20T12:00:00,3.77,4.84,2022-02-20T18:00:00,2022-02-20:18,404.72,1645380000,Phoenix
2897,36,5.4,4.05,75.14,2022-02-20T11:00:00,4.07,5.52,2022-02-20T17:00:00,2022-02-20:17,409.03,1645376400,Phoenix
2898,36,4.87,3.65,70.57,2022-02-20T10:00:00,4.36,6.2,2022-02-20T16:00:00,2022-02-20:16,413.34,1645372800,Phoenix
2899,35,4.33,3.25,64.86,2022-02-20T09:00:00,4.66,6.89,2022-02-20T15:00:00,2022-02-20:15,417.65,1645369200,Phoenix
2900,30,3.95,2.96,62.29,2022-02-20T08:00:00,4.3,6.69,2022-02-20T14:00:00,2022-02-20:14,421.96,1645365600,Phoenix
2901,28,3.5700000000000003,2.68,58.86,2022-02-20T07:00:00,3.93,6.49,2022-02-20T13:00:00,2022-02-20:13,426.27,1645362000,Phoenix
2902,26,3.19,2.39,57.14,2022-02-20T06:00:00,3.5700000000000003,6.3,2022-02-20T12:00:00,2022-02-20:12,430.58,1645358400,Phoenix
2903,28,3.06,2.3,60.0,2022-02-20T05:00:00,3.36,6.33,2022-02-20T11:00:00,2022-02-20:11,431.7,1645354800,Phoenix
2904,30,2.94,2.2,60.57,2022-02-20T04:00:00,3.15,6.35,2022-02-20T10:00:00,2022-02-20:10,432.81,1645351200,Phoenix
2905,28,2.81,2.11,60.86,2022-02-20T03:00:00,2.94,6.38,2022-02-20T09:00:00,2022-02-20:09,433.92,1645347600,Phoenix
2906,30,2.93,2.2,60.33,2022-02-20T02:00:00,2.67,7.25,2022-02-20T08:00:00,2022-02-20:08,438.09,1645344000,Phoenix
2907,35,3.04,2.2800000000000002,68.29,2022-02-20T01:00:00,2.4,8.11,2022-02-20T07:00:00,2022-02-20:07,442.27,1645340400,Phoenix
2908,41,3.16,2.37,69.43,2022-02-20T00:00:00,2.12,8.98,2022-02-20T06:00:00,2022-02-20:06,446.44,1645336800,Phoenix
2909,33,3.29,2.47,71.43,2022-02-19T23:00:00,2.24,9.94,2022-02-20T05:00:00,2022-02-20:05,447.0,1645333200,Phoenix
2910,33,3.43,2.5700000000000003,72.29,2022-02-19T22:00:00,2.35,10.9,2022-02-20T04:00:00,2022-02-20:04,447.55,1645329600,Phoenix
2911,33,3.56,2.67,71.14,2022-02-19T21:00:00,2.47,11.87,2022-02-20T03:00:00,2022-02-20:03,448.11,1645326000,Phoenix
2912,31,3.9699999999999998,2.98,64.86,2022-02-19T20:00:00,3.07,12.59,2022-02-20T02:00:00,2022-02-20:02,445.88,1645322400,Phoenix
2913,32,4.38,3.29,59.71,2022-02-19T19:00:00,3.67,13.31,2022-02-20T01:00:00,2022-02-20:01,443.66,1645318800,Phoenix
2914,35,4.79,3.59,59.14,2022-02-19T18:00:00,4.27,14.03,2022-02-20T00:00:00,2022-02-20:00,441.43,1645315200,Phoenix
2915,37,4.19,3.14,64.57,2022-02-19T17:00:00,3.94,10.68,2022-02-19T23:00:00,2022-02-19:23,430.58,1645311600,Phoenix
2916,33,3.59,2.69,69.71,2022-02-19T16:00:00,3.61,7.33,2022-02-19T22:00:00,2022-02-19:22,419.74,1645308000,Phoenix
2917,33,2.99,2.24,71.14,2022-02-19T15:00:00,3.2800000000000002,3.98,2022-02-19T21:00:00,2022-02-19:21,408.89,1645304400,Phoenix
2918,34,2.95,2.21,70.86,2022-02-19T14:00:00,3.36,3.93,2022-02-19T20:00:00,2022-02-19:20,415.01,1645300800,Phoenix
2919,34,2.9,2.18,70.0,2022-02-19T13:00:00,3.44,3.88,2022-02-19T19:00:00,2022-02-19:19,421.13,1645297200,Phoenix
2920,36,2.86,2.14,66.0,2022-02-19T12:00:00,3.5300000000000002,3.8200000000000003,2022-02-19T18:00:00,2022-02-19:18,427.25,1645293600,Phoenix
2921,36,2.76,2.07,66.56,2022-02-19T11:00:00,3.44,4.29,2022-02-19T17:00:00,2022-02-19:17,431.14,1645290000,Phoenix
2922,34,2.66,1.99,66.0,2022-02-19T10:00:00,3.35,4.76,2022-02-19T16:00:00,2022-02-19:16,435.03,1645286400,Phoenix
2923,37,2.56,1.92,67.67,2022-02-19T09:00:00,3.27,5.22,2022-02-19T15:00:00,2022-02-19:15,438.93,1645282800,Phoenix
2924,36,2.32,1.74,64.86,2022-02-19T08:00:00,3.04,5.52,2022-02-19T14:00:00,2022-02-19:14,440.32,1645279200,Phoenix
2925,35,2.08,1.56,62.29,2022-02-19T07:00:00,2.8200000000000003,5.82,2022-02-19T13:00:00,2022-02-19:13,441.71,1645275600,Phoenix
2926,31,1.8399999999999999,1.38,65.43,2022-02-19T06:00:00,2.59,6.13,2022-02-19T12:00:00,2022-02-19:12,443.1,1645272000,Phoenix
2927,37,1.65,1.24,66.86,2022-02-19T05:00:00,2.43,5.59,2022-02-19T11:00:00,2022-02-19:11,445.33,1645268400,Phoenix
2928,27,1.46,1.09,59.42,2022-02-19T04:00:00,2.27,5.06,2022-02-19T10:00:00,2022-02-19:10,447.55,1645264800,Phoenix
2929,26,1.26,0.72,56.42,2022-02-19T03:00:00,2.11,4.53,2022-02-19T09:00:00,2022-02-19:09,449.78,1645261200,Phoenix
2930,35,1.87,1.4,64.29,2022-02-19T02:00:00,2.07,5.47,2022-02-19T08:00:00,2022-02-19:08,442.54,1645257600,Phoenix
